ID,标题,类型,分类,内容,英文内容
"901993","蛇皮纹理","字体","C字面纹理","蛇皮纹理，纹理呈现出蛇皮特有的菱形或多边形图案，图案紧密排列，有明显的边缘和起伏，颜色多为棕色、绿色、黄色等自然色系，带有一定的光泽，表现出独特的爬行类动物质感","a well-designed Text Effects element that enhances the overall visual appeal of design projects. Suitable for various creative applications and design scenarios."
"901994","编织纹理（竹编）","字体","C字面纹理","编织纹理（竹编），纹理由竹条编织而成，竹条粗细均匀，编织方式规则，颜色多为浅黄色，有竹子特有的自然纹理，给人清新、质朴的感觉","a well-designed Text Effects element that enhances the overall visual appeal of design projects. Suitable for various creative applications and design scenarios."
"901995","羽毛纹理","字体","C字面纹理","羽毛纹理，纹理模拟羽毛的生长结构，有清晰的羽轴和细小的羽枝，颜色多样，常见白色、灰色、彩色等，羽枝排列整齐且有一定的弯曲度，展现出轻盈、柔软的质感","a well-designed Text Effects element that enhances the overall visual appeal of design projects. Suitable for various creative applications and design scenarios."
"901996","混凝土纹理","字体","C字面纹理","混凝土纹理，表面粗糙，有不规则的颗粒感和块状纹理，颜色以灰色为主，可能伴有少量的白色或黑色杂质，能表现出坚固、厚重的建筑质感","a well-designed Text Effects element that enhances the overall visual appeal of design projects. Suitable for various creative applications and design scenarios."
"901997","塑料纹理（光面塑料）","字体","C字面纹理","塑料纹理（光面塑料），表面光滑有光泽，反射明显，颜色鲜艳且纯净，纹理简洁，常用来表现现代、时尚的产品质感","a well-designed Text Effects element that enhances the overall visual appeal of design projects. Suitable for various creative applications and design scenarios."
"901998","火焰纹理","字体","C字面纹理","火焰纹理，纹理呈现出火焰燃烧的形态，颜色从橙红到金黄渐变，边缘模糊且有动态感，可用于营造热烈、激情的氛围","a well-designed Text Effects element that enhances the overall visual appeal of design projects. Suitable for various creative applications and design scenarios."
"901999","纸纹理（普通纸张）","字体","C字面纹理","纸纹理（普通纸张），纹理呈现出纸张的纤维结构，有细小的纹路和轻微的凹凸感，颜色多为白色、米黄色等，具有柔软、轻薄的视觉效果","a well-designed Text Effects element that enhances the overall visual appeal of design projects. Suitable for various creative applications and design scenarios."
"902000","皮革纹理（压花牛皮）","字体","C字面纹理","皮革纹理（压花牛皮），通过压花工艺形成规则图案，如荔枝纹、鳄鱼纹等，纹理立体感强，表面相对光滑，不同花纹有不同的疏密和深浅变化，展现出多样的装饰效果","a well-designed Text Effects element that enhances the overall visual appeal of design projects. Suitable for various creative applications and design scenarios."
"902001","纸纹理（牛皮纸）","字体","C字面纹理","纸纹理（牛皮纸），具有牛皮纸特有的粗糙质感，纹理较为明显，颜色为深棕色或黄褐色，给人质朴、耐用的感觉","a well-designed Text Effects element that enhances the overall visual appeal of design projects. Suitable for various creative applications and design scenarios."
"902002","草纹理","字体","C字面纹理","草纹理，由许多细小的草叶形状组成，草叶有不同的弯曲度和生长方向，颜色以绿色为主，深浅层次分明，可营造出草地的真实感","a well-designed Text Effects element that enhances the overall visual appeal of design projects. Suitable for various creative applications and design scenarios."
"902003","丝绸纹理","字体","C字面纹理","丝绸纹理，表面光滑有光泽，纹理细腻且柔软，颜色柔和且鲜艳，随着角度变化有不同的反光效果，可体现出华丽、优雅的质感","a well-designed Text Effects element that enhances the overall visual appeal of design projects. Suitable for various creative applications and design scenarios."
"902004","金属拉丝纹理","字体","C字面纹理","金属拉丝纹理，表面有平行且均匀的拉丝痕迹，方向一致，能产生细腻的反射效果，使金属质感更加真实，常见于不锈钢、铝合金等材质，呈现出工业风与现代感","a well-designed Text Effects element that enhances the overall visual appeal of design projects. Suitable for various creative applications and design scenarios."
"902005","木纹（胡桃木）","字体","C字面纹理","木纹（胡桃木），纹理细腻，有独特的波浪状或直线纹路，颜色深沉，通常为深棕色至巧克力色，带有一定光泽，展现出高档、稳重的质感","a well-designed Text Effects element that enhances the overall visual appeal of design projects. Suitable for various creative applications and design scenarios."
"902006","花纹（波点花纹）","字体","C字面纹理","花纹（波点花纹），由大小、颜色各异的圆形斑点组成，斑点排列方式多样，如整齐排列、随机分布等，颜色对比强烈，可营造出活泼、俏皮的氛围","a well-designed Text Effects element that enhances the overall visual appeal of design projects. Suitable for various creative applications and design scenarios."
"902007","水波纹理","字体","C字面纹理","水波纹理，模拟水面的波纹效果，线条呈波浪状，有规则的起伏和间距，颜色常为蓝色或绿色，根据光照和角度有不同的反射和折射效果，富有动态感","a well-designed Text Effects element that enhances the overall visual appeal of design projects. Suitable for various creative applications and design scenarios."
"902008","像素纹理","字体","C字面纹理","像素纹理，由一个个正方形的像素点组成，像素点大小一致，颜色单一或有限，可用于表现复古、像素风格的设计","a well-designed Text Effects element that enhances the overall visual appeal of design projects. Suitable for various creative applications and design scenarios."
"902009","布纹（牛仔布）","字体","C字面纹理","布纹（牛仔布），具有牛仔布特有的斜纹编织纹理，纹理清晰且规律，颜色多为蓝色系，深浅不一，带有磨损和褪色效果，可体现出休闲、耐用的特性","a well-designed Text Effects element that enhances the overall visual appeal of design projects. Suitable for various creative applications and design scenarios."
"902010","大理石纹理","字体","C字面纹理","大理石纹理，具有天然的云状或脉状纹路，色彩丰富多样，常含白色、灰色、黑色、黄色等，纹理流畅且不规则，有明显的层次与质感，可展现出高贵、典雅的气质","a well-designed Text Effects element that enhances the overall visual appeal of design projects. Suitable for various creative applications and design scenarios."
"902011","塑料纹理（磨砂塑料）","字体","C字面纹理","塑料纹理（磨砂塑料），表面呈现出细腻的磨砂质感，降低了反射率，有朦胧感，颜色丰富且均匀，纹理较为平整，给人轻便、实用的感觉","a well-designed Text Effects element that enhances the overall visual appeal of design projects. Suitable for various creative applications and design scenarios."
"902012","迷彩纹理","字体","C字面纹理","迷彩纹理，由多种颜色（如绿色、棕色、黑色等）组成不规则的图案，模拟自然环境中的伪装效果，纹理复杂且有层次感，常用于军事、户外等主题","a well-designed Text Effects element that enhances the overall visual appeal of design projects. Suitable for various creative applications and design scenarios."
"902013","电路板纹理","字体","C字面纹理","电路板纹理，呈现出电路板上复杂的线路和焊点图案，线条规则且密集，颜色多为绿色、蓝色等，具有科技感和工业气息","a well-designed Text Effects element that enhances the overall visual appeal of design projects. Suitable for various creative applications and design scenarios."
"902014","星空纹理","字体","C字面纹理","星空纹理，布满星星和星云，星星闪烁，星云色彩绚丽，有紫色、蓝色、粉色等，纹理丰富且深邃，能营造出浩瀚宇宙的神秘氛围","a well-designed Text Effects element that enhances the overall visual appeal of design projects. Suitable for various creative applications and design scenarios."
"902015","豹纹纹理","字体","C字面纹理","豹纹纹理，由不规则的圆形或椭圆形斑点组成，斑点颜色较深，通常为黑色、棕色等，背景颜色较浅，两者形成鲜明对比，展现出狂野、时尚的风格","a well-designed Text Effects element that enhances the overall visual appeal of design projects. Suitable for various creative applications and design scenarios."
"902016","鱼鳞纹理","字体","C字面纹理","鱼鳞纹理，由一片片规则排列的鱼鳞形状组成，鱼鳞有一定的光泽和反光效果，颜色根据鱼的种类不同而变化，常见银色、金色、蓝色等，可体现出灵动、光滑的感觉","a well-designed Text Effects element that enhances the overall visual appeal of design projects. Suitable for various creative applications and design scenarios."
"902017","油漆滴落纹理","字体","C字面纹理","油漆滴落纹理，模拟油漆从高处滴落的效果，线条呈不规则的条状，有粗细变化，颜色与油漆颜色一致，可表现出艺术、随性的氛围","a well-designed Text Effects element that enhances the overall visual appeal of design projects. Suitable for various creative applications and design scenarios."
"902018","烟雾纹理","字体","C字面纹理","烟雾纹理，纹理呈模糊、不规则的形状，颜色多为白色、灰色或浅蓝色，边缘逐渐淡化，有飘动的动态感，可营造出神秘、朦胧的氛围","a well-designed Text Effects element that enhances the overall visual appeal of design projects. Suitable for various creative applications and design scenarios."
"902019","皮革纹理（光滑牛皮）","字体","C字面纹理","皮革纹理（光滑牛皮），类似光滑牛皮质感，表面平整光滑，有细微的自然纹理，毛孔分布均匀且不明显，颜色多为纯色或相近色系的渐变，触感真实，具有柔软且坚韧的视觉感受","a well-designed Text Effects element that enhances the overall visual appeal of design projects. Suitable for various creative applications and design scenarios."
"902020","云纹","字体","C字面纹理","云纹，形状不规则，像云朵般轻柔、飘逸，颜色多为白色或淡灰色，与背景有一定的对比度，给人空灵、虚幻的感觉","a well-designed Text Effects element that enhances the overall visual appeal of design projects. Suitable for various creative applications and design scenarios."
